date,state,fips,cases
2020-01-14,Croatia,0,0
2020-01-13,Croatia,0,0
2020-01-12,Croatia,0,0
2020-01-11,Croatia,0,0
2020-01-10,Croatia,0,0
2020-01-09,Croatia,0,0
2020-01-08,Croatia,0,0
2020-01-07,Croatia,0,0
2020-01-06,Croatia,0,0
2020-01-05,Croatia,0,0
2020-01-04,Croatia,0,0
2020-01-03,Croatia,0,0
2020-01-02,Croatia,0,0
2020-01-01,Croatia,0,0
2019-12-31,Croatia,0,0
2020-04-17,Cyprus,0,20
2020-04-16,Cyprus,0,20
2020-04-15,Cyprus,0,33
2020-04-14,Cyprus,0,29
2020-04-13,Cyprus,0,17
2020-04-12,Cyprus,0,21
2020-04-11,Cyprus,0,31
2020-04-10,Cyprus,0,38
2020-04-09,Cyprus,0,32
2020-04-08,Cyprus,0,29
2020-04-07,Cyprus,0,19
2020-04-06,Cyprus,0,20
2020-04-05,Cyprus,0,30
2020-04-04,Cyprus,0,40
2020-04-03,Cyprus,0,36
2020-04-02,Cyprus,0,58
2020-04-01,Cyprus,0,32
2020-03-31,Cyprus,0,16
2020-03-30,Cyprus,0,35
2020-03-29,Cyprus,0,17
2020-03-28,Cyprus,0,16
2020-03-27,Cyprus,0,14
2020-03-26,Cyprus,0,8
2020-03-25,Cyprus,0,8
2020-03-24,Cyprus,0,21
2020-03-23,Cyprus,0,11
2020-03-22,Cyprus,0,17
2020-03-21,Cyprus,0,9
2020-03-20,Cyprus,0,0
2020-03-19,Cyprus,0,18
2020-03-18,Cyprus,0,0
2020-03-17,Cyprus,0,10
2020-03-16,Cyprus,0,9
2020-03-15,Cyprus,0,7
2020-03-14,Cyprus,0,8
2020-03-12,Cyprus,0,4
2020-03-10,Cyprus,0,2
2020-04-17,Czechia,0,130
2020-04-16,Czechia,0,162
2020-04-15,Czechia,0,82
2020-04-14,Czechia,0,68
2020-04-13,Czechia,0,89
2020-04-12,Czechia,0,170
2020-04-11,Czechia,0,163
2020-04-10,Czechia,0,257
2020-04-09,Czechia,0,295
2020-04-08,Czechia,0,195
2020-04-07,Czechia,0,235
2020-04-06,Czechia,0,115
2020-04-05,Czechia,0,282
2020-04-04,Czechia,0,332
2020-04-03,Czechia,0,269
2020-04-02,Czechia,0,281
2020-04-01,Czechia,0,306
2020-03-31,Czechia,0,173
2020-03-30,Czechia,0,166
2020-03-29,Czechia,0,384
2020-03-28,Czechia,0,217
2020-03-27,Czechia,0,408
2020-03-26,Czechia,0,260
2020-03-25,Czechia,0,158
2020-03-24,Czechia,0,71
2020-03-23,Czechia,0,170
2020-03-22,Czechia,0,91
2020-03-21,Czechia,0,210
2020-03-20,Czechia,0,172
2020-03-19,Czechia,0,88
2020-03-18,Czechia,0,90
2020-03-17,Czechia,0,46
2020-03-16,Czechia,0,84
2020-03-15,Czechia,0,64
2020-03-14,Czechia,0,34
2020-03-13,Czechia,0,22
2020-03-12,Czechia,0,31
2020-03-11,Czechia,0,23
2020-03-10,Czechia,0,8
2020-03-09,Czechia,0,6
2020-03-08,Czechia,0,7
2020-03-07,Czechia,0,7
2020-03-06,Czechia,0,4
2020-03-05,Czechia,0,3
2020-03-04,Czechia,0,0
2020-03-03,Czechia,0,2
2020-03-02,Czechia,0,3
2020-03-01,Czechia,0,0
2020-02-29,Czechia,0,0
2020-02-28,Czechia,0,0
2020-02-27,Czechia,0,0
2020-02-26,Czechia,0,0
2020-02-25,Czechia,0,0
2020-02-24,Czechia,0,0
2020-02-23,Czechia,0,0
2020-02-22,Czechia,0,0
2020-02-21,Czechia,0,0
2020-02-20,Czechia,0,0
2020-02-19,Czechia,0,0
2020-02-18,Czechia,0,0
2020-02-17,Czechia,0,0
2020-02-16,Czechia,0,0
2020-02-15,Czechia,0,0
2020-02-14,Czechia,0,0
2020-02-13,Czechia,0,0
2020-02-12,Czechia,0,0
2020-02-11,Czechia,0,0
2020-02-10,Czechia,0,0
2020-02-09,Czechia,0,0
2020-02-08,Czechia,0,0
2020-02-07,Czechia,0,0
2020-02-06,Czechia,0,0
2020-02-05,Czechia,0,0
2020-02-04,Czechia,0,0
2020-02-03,Czechia,0,0
2020-02-02,Czechia,0,0
2020-02-01,Czechia,0,0
2020-01-31,Czechia,0,0
2020-01-30,Czechia,0,0
2020-01-29,Czechia,0,0
2020-01-28,Czechia,0,0
2020-01-27,Czechia,0,0
2020-01-26,Czechia,0,0
2020-01-25,Czechia,0,0
2020-01-24,Czechia,0,0
2020-01-23,Czechia,0,0
2020-01-22,Czechia,0,0
2020-01-21,Czechia,0,0
2020-01-20,Czechia,0,0
2020-01-19,Czechia,0,0
2020-01-18,Czechia,0,0
2020-01-17,Czechia,0,0
2020-01-16,Czechia,0,0
2020-01-15,Czechia,0,0
2020-01-14,Czechia,0,0
2020-01-13,Czechia,0,0
2020-01-12,Czechia,0,0
2020-01-11,Czechia,0,0
2020-01-10,Czechia,0,0
2020-01-09,Czechia,0,0
2020-01-08,Czechia,0,0
2020-01-07,Czechia,0,0
2020-01-06,Czechia,0,0
2020-01-05,Czechia,0,0
2020-01-04,Czechia,0,0
2020-01-03,Czechia,0,0
2020-01-02,Czechia,0,0
2020-01-01,Czechia,0,0
2019-12-31,Czechia,0,0
2020-04-17,Denmark,0,198
2020-04-16,Denmark,0,170
2020-04-15,Denmark,0,193
2020-04-14,Denmark,0,144
2020-04-13,Denmark,0,178
2020-04-12,Denmark,0,177
2020-04-11,Denmark,0,184
2020-04-10,Denmark,0,233
2020-04-09,Denmark,0,331
2020-04-08,Denmark,0,390
2020-04-07,Denmark,0,312
2020-04-06,Denmark,0,292
2020-04-05,Denmark,0,320
2020-04-04,Denmark,0,371
2020-04-03,Denmark,0,279
2020-04-02,Denmark,0,247
2020-04-01,Denmark,0,283
2020-03-31,Denmark,0,182
2020-03-30,Denmark,0,194
2020-03-29,Denmark,0,155
2020-03-28,Denmark,0,169
2020-03-27,Denmark,0,153
2020-03-26,Denmark,0,133
2020-03-25,Denmark,0,131
2020-03-24,Denmark,0,65
2020-03-23,Denmark,0,69
2020-03-22,Denmark,0,71
2020-03-21,Denmark,0,104
2020-03-20,Denmark,0,36
2020-03-19,Denmark,0,91
2020-03-18,Denmark,0,92
2020-03-17,Denmark,0,57
2020-03-16,Denmark,0,48
2020-03-15,Denmark,0,23
2020-03-14,Denmark,0,128
2020-03-13,Denmark,0,160
2020-03-12,Denmark,0,252
2020-03-11,Denmark,0,151
2020-03-10,Denmark,0,75
2020-03-09,Denmark,0,7
2020-03-08,Denmark,0,8
2020-03-07,Denmark,0,3
2020-03-06,Denmark,0,10
2020-03-05,Denmark,0,2
2020-03-04,Denmark,0,3
2020-03-03,Denmark,0,1
2020-03-02,Denmark,0,1
2020-03-01,Denmark,0,1
2020-02-29,Denmark,0,1
2020-02-28,Denmark,0,0
2020-02-27,Denmark,0,1
2020-02-26,Denmark,0,0
2020-02-25,Denmark,0,0
2020-02-24,Denmark,0,0
2020-02-23,Denmark,0,0
2020-02-22,Denmark,0,0
2020-02-21,Denmark,0,0
2020-02-20,Denmark,0,0
2020-02-19,Denmark,0,0
2020-02-18,Denmark,0,0
2020-02-17,Denmark,0,0
2020-02-16,Denmark,0,0
2020-02-15,Denmark,0,0
2020-02-14,Denmark,0,0
2020-02-13,Denmark,0,0
2020-02-12,Denmark,0,0
2020-02-11,Denmark,0,0
2020-02-10,Denmark,0,0
2020-02-09,Denmark,0,0
2020-02-08,Denmark,0,0
2020-02-07,Denmark,0,0
2020-02-06,Denmark,0,0
2020-02-05,Denmark,0,0
2020-02-04,Denmark,0,0
2020-02-03,Denmark,0,0
2020-02-02,Denmark,0,0
2020-02-01,Denmark,0,0
2020-01-31,Denmark,0,0
2020-01-30,Denmark,0,0
2020-01-29,Denmark,0,0
2020-01-28,Denmark,0,0
2020-01-27,Denmark,0,0
2020-01-26,Denmark,0,0
2020-01-25,Denmark,0,0
2020-01-24,Denmark,0,0
2020-01-23,Denmark,0,0
2020-01-22,Denmark,0,0
2020-01-21,Denmark,0,0
2020-01-20,Denmark,0,0
2020-01-19,Denmark,0,0
2020-01-18,Denmark,0,0
2020-01-17,Denmark,0,0
2020-01-16,Denmark,0,0
2020-01-15,Denmark,0,0
2020-01-14,Denmark,0,0
2020-01-13,Denmark,0,0
2020-01-12,Denmark,0,0
2020-01-11,Denmark,0,0
2020-01-10,Denmark,0,0
2020-01-09,Denmark,0,0
2020-01-08,Denmark,0,0
2020-01-07,Denmark,0,0
2020-01-06,Denmark,0,0
2020-01-05,Denmark,0,0
2020-01-04,Denmark,0,0
2020-01-03,Denmark,0,0
2020-01-02,Denmark,0,0
2020-01-01,Denmark,0,0
2019-12-31,Denmark,0,0
2020-04-17,Estonia,0,32
2020-04-16,Estonia,0,29
2020-04-15,Estonia,0,41
2020-04-14,Estonia,0,23
2020-04-13,Estonia,0,5
2020-04-12,Estonia,0,46
2020-04-11,Estonia,0,51
2020-04-10,Estonia,0,22
2020-04-09,Estonia,0,36
2020-04-08,Estonia,0,41
2020-04-07,Estonia,0,11
2020-04-06,Estonia,0,79
2020-04-05,Estonia,0,57
2020-04-04,Estonia,0,103
2020-04-03,Estonia,0,79
2020-04-02,Estonia,0,34
2020-04-01,Estonia,0,30
2020-03-31,Estonia,0,36
2020-03-30,Estonia,0,39
2020-03-29,Estonia,0,65
2020-03-28,Estonia,0,37
2020-03-27,Estonia,0,134
2020-03-26,Estonia,0,35
2020-03-25,Estonia,0,17
2020-03-24,Estonia,0,26
2020-03-23,Estonia,0,20
2020-03-22,Estonia,0,23
2020-03-21,Estonia,0,16
2020-03-20,Estonia,0,9
2020-03-19,Estonia,0,33
2020-03-18,Estonia,0,20
2020-03-17,Estonia,0,34
2020-03-16,Estonia,0,56
2020-03-15,Estonia,0,36
2020-03-14,Estonia,0,52
2020-03-13,Estonia,0,11
2020-03-12,Estonia,0,3
2020-03-11,Estonia,0,3
2020-03-07,Estonia,0,5
2020-03-06,Estonia,0,3
2020-03-04,Estonia,0,1
2020-03-02,Estonia,0,0
2020-03-01,Estonia,0,0
2020-02-29,Estonia,0,0
2020-02-28,Estonia,0,1
2020-02-27,Estonia,0,0
2020-02-26,Estonia,0,0
2020-02-25,Estonia,0,0
2020-02-24,Estonia,0,0
2020-02-23,Estonia,0,0
2020-02-22,Estonia,0,0
2020-02-21,Estonia,0,0
2020-02-20,Estonia,0,0
2020-02-19,Estonia,0,0
2020-02-18,Estonia,0,0
2020-02-17,Estonia,0,0
2020-02-16,Estonia,0,0
2020-02-15,Estonia,0,0
2020-02-14,Estonia,0,0
2020-02-13,Estonia,0,0
2020-02-12,Estonia,0,0
2020-02-11,Estonia,0,0
2020-02-10,Estonia,0,0
2020-02-09,Estonia,0,0
2020-02-08,Estonia,0,0
2020-02-07,Estonia,0,0
2020-02-06,Estonia,0,0
2020-02-05,Estonia,0,0
2020-02-04,Estonia,0,0
2020-02-03,Estonia,0,0
2020-02-02,Estonia,0,0
2020-02-01,Estonia,0,0
2020-01-31,Estonia,0,0
2020-01-30,Estonia,0,0
2020-01-29,Estonia,0,0
2020-01-28,Estonia,0,0
2020-01-27,Estonia,0,0
2020-01-26,Estonia,0,0
2020-01-25,Estonia,0,0
2020-01-24,Estonia,0,0
2020-01-23,Estonia,0,0
2020-01-22,Estonia,0,0
2020-01-21,Estonia,0,0
2020-01-20,Estonia,0,0
2020-01-19,Estonia,0,0
2020-01-18,Estonia,0,0
2020-01-17,Estonia,0,0
2020-01-16,Estonia,0,0
2020-01-15,Estonia,0,0
2020-01-14,Estonia,0,0
2020-01-13,Estonia,0,0
2020-01-12,Estonia,0,0
2020-01-11,Estonia,0,0
2020-01-10,Estonia,0,0
2020-01-09,Estonia,0,0
2020-01-08,Estonia,0,0
2020-01-07,Estonia,0,0
2020-01-06,Estonia,0,0
2020-01-05,Estonia,0,0
2020-01-04,Estonia,0,0
2020-01-03,Estonia,0,0
2020-01-02,Estonia,0,0
2020-01-01,Estonia,0,0
2019-12-31,Estonia,0,0
2020-04-17,France,0,2641
2020-04-16,France,0,2633
2020-04-15,France,0,5497
2020-04-14,France,0,2673
2020-04-13,France,0,1613
2020-04-12,France,0,3114
2020-04-11,France,0,4342
2020-04-10,France,0,4286
2020-04-09,France,0,3881
2020-04-08,France,0,3777
2020-04-07,France,0,3912
2020-04-06,France,0,1873
2020-04-05,France,0,4267
2020-04-04,France,0,5233
2020-04-03,France,0,2116
2020-04-02,France,0,4861
2020-04-01,France,0,7578
2020-03-31,France,0,4376
2020-03-30,France,0,2599
2020-03-29,France,0,4611
2020-03-28,France,0,3809
2020-03-27,France,0,3922
2020-03-26,France,0,2931
2020-03-25,France,0,2446
2020-03-24,France,0,3838
2020-03-23,France,0,1559
2020-03-22,France,0,1847
2020-03-21,France,0,1617
2020-03-20,France,0,1861
2020-03-19,France,0,1404
2020-03-18,France,0,1097
2020-03-17,France,0,1210
2020-03-16,France,0,924
2020-03-15,France,0,838
2020-03-14,France,0,785
2020-03-13,France,0,595
2020-03-12,France,0,497
2020-03-11,France,0,372
2020-03-10,France,0,286
2020-03-09,France,0,410
2020-03-08,France,0,103
2020-03-07,France,0,190
2020-03-06,France,0,138
2020-03-05,France,0,73
2020-03-04,France,0,34
2020-03-03,France,0,48
2020-03-02,France,0,30
2020-03-01,France,0,43
2020-02-29,France,0,19
2020-02-28,France,0,21
2020-02-27,France,0,3
2020-02-26,France,0,2
2020-02-25,France,0,0
2020-02-24,France,0,0
2020-02-23,France,0,0
2020-02-22,France,0,0
2020-02-21,France,0,0
2020-02-20,France,0,0
2020-02-19,France,0,0
2020-02-18,France,0,0
2020-02-17,France,0,1
2020-02-16,France,0,0
2020-02-15,France,0,0
2020-02-14,France,0,0
2020-02-13,France,0,0
2020-02-12,France,0,0
2020-02-11,France,0,0
2020-02-10,France,0,0
2020-02-09,France,0,0
2020-02-08,France,0,5
2020-02-07,France,0,0
2020-02-06,France,0,0
2020-02-05,France,0,0
2020-02-04,France,0,0
2020-02-03,France,0,0
2020-02-02,France,0,0
2020-02-01,France,0,0
2020-01-31,France,0,1
2020-01-30,France,0,1
2020-01-29,France,0,1
2020-01-28,France,0,0
2020-01-27,France,0,0
2020-01-26,France,0,0
2020-01-25,France,0,3
2020-01-24,France,0,0
2020-01-23,France,0,0
2020-01-22,France,0,0
2020-01-21,France,0,0
2020-01-20,France,0,0
2020-01-19,France,0,0
2020-01-18,France,0,0
2020-01-17,France,0,0
2020-01-16,France,0,0
2020-01-15,France,0,0
2020-01-14,France,0,0
2020-01-13,France,0,0
2020-01-12,France,0,0
2020-01-11,France,0,0
2020-01-10,France,0,0
2020-01-09,France,0,0
2020-01-08,France,0,0
2020-01-07,France,0,0
2020-01-06,France,0,0
2020-01-05,France,0,0
2020-01-04,France,0,0
2020-01-03,France,0,0
2020-01-02,France,0,0
2020-01-01,France,0,0
2019-12-31,France,0,0
2020-04-17,Germany,0,3380
2020-04-16,Germany,0,2866
2020-04-15,Germany,0,2486
2020-04-14,Germany,0,2082
2020-04-13,Germany,0,2537
2020-04-12,Germany,0,2821
2020-04-11,Germany,0,4133
2020-04-10,Germany,0,5323
2020-04-09,Germany,0,4974
2020-04-08,Germany,0,4003
2020-04-07,Germany,0,3834
2020-04-06,Germany,0,3677
2020-04-05,Germany,0,5936
2020-04-04,Germany,0,6082
2020-04-03,Germany,0,6174
2020-04-02,Germany,0,6156
2020-04-01,Germany,0,5453
2020-03-31,Germany,0,4615
2020-03-30,Germany,0,4751
2020-03-29,Germany,0,3965
2020-03-28,Germany,0,6294
2020-03-27,Germany,0,5780
2020-03-26,Germany,0,4954
2020-03-25,Germany,0,2342
2020-03-24,Germany,0,4438
2020-03-23,Germany,0,3311
2020-03-22,Germany,0,3276
2020-03-21,Germany,0,4049
2020-03-20,Germany,0,5940
2020-03-19,Germany,0,1042
2020-03-18,Germany,0,1144
2020-03-17,Germany,0,1174
2020-03-16,Germany,0,1043
2020-03-15,Germany,0,733
2020-03-14,Germany,0,693
2020-03-13,Germany,0,802
2020-03-12,Germany,0,271
2020-03-11,Germany,0,157
2020-03-10,Germany,0,237
2020-03-09,Germany,0,55
2020-03-08,Germany,0,163
2020-03-07,Germany,0,284
2020-03-06,Germany,0,138
2020-03-05,Germany,0,66
2020-03-04,Germany,0,39
2020-03-03,Germany,0,28
2020-03-02,Germany,0,18
2020-03-01,Germany,0,54
2020-02-29,Germany,0,10
2020-02-28,Germany,0,26
2020-02-27,Germany,0,4
2020-02-26,Germany,0,2
2020-02-25,Germany,0,0
2020-02-24,Germany,0,0
2020-02-23,Germany,0,0
2020-02-22,Germany,0,0
2020-02-21,Germany,0,0
2020-02-20,Germany,0,0
2020-02-19,Germany,0,0
2020-02-18,Germany,0,0
2020-02-17,Germany,0,0
